geneSymbol	Early malignant epithelial cell	Endothelial cell	Enteroendocrine	GMC	Goblet cell	MSC	PC	PMC	Premalignant epithelial cell	Stromal cell
SCG3	1.304661281	1.811864152	229.3944464	1.259545093	5.138589378	0	0.854868292	0.825610268	0.010843689	0.524707786
KCNK16	0	0.315664181	66.65847582	0.550344516	3.425713405	0	0.371183315	0.329366152	0	0.564411423
SST	3.980663376	81.82746084	18521.26604	112.2626871	149.8515069	146.3561197	87.85698608	167.5693298	80.73597866	285.1261134
CHGB	1.322519562	10.45124877	1034.830845	10.63720998	22.8805777	4.242717376	9.109787638	7.071762786	1.043604901	13.239069
SNAP25	0	0.548195122	53.90881656	0.062165362	0.270076107	0	0.466665513	0.356736979	0	1.02024236
SUCNR1	0.497160468	0.448942912	59.68693046	0.128529906	2.384529175	0	0.854479831	0.566246566	0.035103157	0.689543578
FEV	0.081180217	1.129724251	82.22903099	1.220473104	0.441696011	0	0.670233515	0.520809466	0.481869069	0.580485563
PCSK1	1.510742818	0.59439149	70.07005579	0.609605345	0.270076107	0	0.837848828	0.579312691	0.005421845	0.470902648
KCNJ6	0	0.091365854	44.23119632	0.567438921	0	0	0.111495777	0.547734141	0.010843689	1.711969049
PCSK2	0	0.913658537	127.6156392	1.925924481	3.425713405	0	1.322103459	0.837915708	0.421610044	4.526995042
PTPRN	0	1.485602181	59.5708252	0.564401876	0	0	0.531908223	0.641466575	0.258597764	0.676409977
SYT4	0	0.274097561	38.90436804	0.225977131	0	0	0.758436234	0.318025411	0	0.93448616
NEUROD1	0	0.274097561	89.68315878	0.326461401	3.169517682	0	0.376702301	0.651900933	0.0322534	1.340513304
PCSK1N	4.009884002	14.11383026	1610.186396	14.5168345	29.34542155	61.32173715	16.63977661	14.16134374	8.842827231	19.93504961
VSTM2L	0.435581083	0.897885823	70.25277977	0.508177631	0.156997702	0	0.177695886	0.385613072	0.165568163	0.481129815
CHGA	4.21005766	9.138576171	2030.809085	17.07794659	37.68885327	4.242717376	5.334585844	9.742515497	3.276038249	18.19094151
PAX6	0.742783089	1.445734689	121.177499	1.233716805	0.634183599	0	1.463913994	1.160823743	0.954593102	0.458616333
KIF1A	0.186827468	0.814406327	45.07449824	0.917574648	3.582711106	0	0.240137502	0.254118266	0.689472879	0.564411423
MIR7-3HG	1.926020807	0.274097561	143.1087161	1.912513848	1.500712523	0	0.772681387	1.180826165	0.288650509	1.281172525
SCG5	4.712431091	5.01867792	1135.907083	10.87757427	23.78541214	8.485434751	6.562311775	7.971361979	8.525486918	22.41996991
VGF	0.353005077	0.448596655	45.37539248	0.513617934	0.552156724	0	0.26317278	0.447768303	0.321730383	0.417556413
NKX2-2	0	0.639560976	35.6778603	0.124330724	3.563752586	0	0.340806968	0.483192578	0	0.401769769
BEX1	0	0.996791777	125.7425608	0.750219959	14.96781919	4.242717376	0.622772808	1.052302298	0.252804487	2.552463941
DUSP26	0	1.413427564	42.26997718	0.353872834	0	0	0.280318729	0.416258464	0.069507138	8.259493195
CES1	0.021336039	6.221055949	342.9126898	9.502074579	4.274966312	4.242717376	3.392591294	3.109916983	0.971434055	24.03263062
TMEM27	0.744178877	2.556693252	158.1933797	3.678464084	3.597333308	17.93271645	2.604280499	2.118795916	0.512509481	3.306617951
SCG2	3.064843895	0.9473388	235.9235251	0.490945545	7.011209962	0	0.377652161	0.649114359	0.107553816	1.316487946
TPH1	0.764465891	1.553219513	146.2131921	3.029513557	4.896076326	0	1.026039305	1.048513333	0.3178675	1.066937451
SCGN	2.434777568	1.122184151	380.7582174	17.447188	6.157017277	0	2.422151407	2.381774402	1.106341722	2.172628187
EGR4	1.013905687	1.969296685	121.9800078	1.682777937	5.482585738	0	1.017413293	0.603751509	15.44824843	4.711200995
GC	0.864553415	1.179523485	219.882128	2.147136186	4.307501867	8.485434751	1.897852406	2.459971112	0.467260269	0.508412146
TTR	10.27732777	1.096390245	1596.545861	2.178576204	2.124698741	4.242717376	1.253659466	1.980140131	4.341619243	3.867419345
QPCT	2.182553541	4.701130971	150.7541571	5.193334778	9.03942938	0	1.293956183	1.385313204	0.095236587	4.300499293
FAM159B	0	1.487647566	270.8548264	2.767786966	0	102.9663234	3.425484785	2.279157529	0.421610044	3.204711185
KCNMB2	0.226368552	1.054521188	58.13517387	0.399145388	0.343239806	0	0.199956275	0.555060255	0.124577965	5.035968613
VTN	2.085218086	1.537100543	192.9258469	1.413919852	0	17.93271645	0.809315459	1.218918708	0.476203716	3.321537727
RTN1	0.476171192	0.871789481	35.73162142	1.165487229	0.156997702	0	1.214082552	0.895815949	0.011215122	0.495278544
CRYBA2	11.67654167	0.407030035	453.7608485	2.279371418	7.928347118	4.242717376	0.26317278	1.220505692	1.4474395	1.768550277
APLP1	0.143106365	1.630356908	69.11819607	6.353374102	0.441696011	0	0.878979915	0.910652495	0.015987866	3.279227728
HAP1	0.47823708	1.288924214	100.3655088	3.577579784	3.877747989	11.39679066	2.871917045	2.558859307	6.492634046	4.444367465
VWA5B2	0.810268963	0.725405648	55.84499566	0.822419811	2.485657145	0	0.795705968	0.603929058	0.0322534	0.414903371
CACNA1A	0.394990975	3.083075994	89.89296908	0.923603158	4.275524704	17.93271645	0.955776703	0.875070245	6.133388006	1.370506022
SCGB2A1	1.071667897	5.725253165	584.8723103	35.85131736	27.81821852	74.96895337	20.6196989	68.84960281	12.38667367	7.874978958
CPE	0.747309871	140.9708649	379.7087984	2.980389808	49.51589703	4.242717376	3.233302989	3.335167316	1.675172947	52.27170884
INSM1	0.41111405	0.897885823	90.75876465	0.546305133	11.20259236	0	0.678295815	0.721254232	0.033273934	0.903362138
SYT5	1.241339345	2.410762108	50.10473281	0.525555034	2.254724743	0	0.835695011	0.520606323	0.505674821	0.76380314
CXXC4	0.41111405	12.7202656	45.62861099	0.799067822	0.729543407	0	0.350683419	0.101417478	14.62758177	1.226754139
RGS4	5.145238068	0.091365854	111.2582059	0.193626044	2.22074895	0	0.227477871	0.347286563	0.172819231	11.9896095
TAGLN3	0.081180217	1.890933089	46.795964	0.384321312	7.767841161	4.242717376	0.359731323	0.698770445	0	0.695115838
DIRAS3	3.192304026	5.993847269	101.9618623	1.063718723	3.047673739	4.242717376	0.791402876	0.783127117	0.352292685	6.720576343
RGS17	0.310679763	1.243891036	46.75718761	0.291073269	0.171619903	0	0	0.434059829	0	18.20902764
BAIAP3	0.872534528	1.527515058	38.19794551	1.234238101	0.427073809	0	1.583248207	0.683137336	0.774475516	1.144926836
ERO1LB	4.540654247	23.39199417	477.3436165	31.47847605	22.92526744	37.81494186	12.46735691	12.43167828	23.52868734	32.79773945
ARX	1.9298219	0.448942912	56.90355924	0.693867346	8.620614001	0	0.46183413	0.359803405	1.164584295	1.825832101
GNG4	0.705323974	0.855972947	41.65373916	0.267861018	4.786729625	17.93271645	1.7094082	0.164347409	0.326139101	1.855562064
SYT7	1.243421314	1.909558881	45.19908575	0.371099751	3.434751963	0	0.39896269	0.445814414	0.302066286	0.412900924
MGAM	0	0.274097561	27.49397592	0.209564385	0.138039181	0	0.700409469	1.155942075	2.759297774	1.613723861
CD52	0.128016233	52.24533946	175.7043773	4.602862344	10.87011286	4.242717376	3.494079923	5.991030304	18.98404644	15.2738646
NPW	0.501671169	2.691579931	91.04579637	2.605580164	39.71137927	8.485434751	7.501912694	21.71074039	4.978877872	2.976792859
TUBB2B	3.449408944	1.236418245	103.4763508	1.159527551	66.46647863	0	1.084426685	0.981681836	0.301972522	6.828715442
LY6H	1.264394508	3.444206277	94.15094554	0.857500077	4.1770685	8.485434751	0.359731323	1.267941138	0.035474589	15.77973864
RBP4	12.07162207	7.383074532	490.9941994	4.390977815	10.19146922	4.242717376	2.188576406	2.981658051	2.451543934	45.05261339
DNAJC12	1.662177059	4.952733548	139.4475562	4.292702727	29.40076898	0	1.913913374	3.058102588	1.778256326	3.888282306
SYP	2.149258364	5.928622304	109.7322361	4.323508949	12.4485931	0	5.428660047	2.845448918	2.171703927	5.843925716
MS4A8	11.43996416	5.860726658	498.2185919	10.36544341	57.26697403	19.88222541	10.67055012	12.57522685	29.52587867	8.763849881
ISL1	0.888318186	2.706956604	90.37824835	1.374906704	1.744020598	17.93271645	1.63696683	1.451432522	0.179061956	66.87639074
KCNMA1	0.021336039	0.456829269	41.58212267	0.256425609	12.28180232	4.242717376	0.360681183	0.325520756	0.48117332	3.23014228
PAM	11.81237706	53.93341029	391.1326581	55.73549927	17.27143031	44.35086765	9.713149796	12.80349265	7.654075649	53.84834077
PCLO	1.01252598	2.075059677	44.88198018	1.554860865	18.9807005	0	2.914027642	2.746614508	2.777931786	0.333292527
ACVR1C	2.235272619	0.407030035	28.7296774	7.319182353	16.06756084	0	4.539347682	4.152161014	1.663668389	0.970666137
PARM1	0.339294653	0.581875385	33.71789588	4.55320296	6.682252646	0	0.463129055	1.527257619	1.154950794	11.4671757
LRP4	1.803871555	1.219390977	20.9350225	0.573864632	0	0	1.604190542	1.110378703	6.903925442	8.292963211
GNG2	0.040590109	11.10533713	50.01274906	1.543755164	2.668040252	0	1.437105779	1.375654518	0.417212531	41.01682808
BEX2	0.208163507	4.254953651	65.13226582	19.91255716	22.36540047	164.8532806	2.311833398	5.46333644	2.434531227	3.281944003
MLXIPL	7.713833137	1.354368835	69.08866667	1.353074992	2.669856517	0	4.039659464	1.637886542	3.054681469	1.660209716
TUSC3	0	9.630024434	82.04435706	5.300017635	0	0	2.978243123	2.24252773	0.549544957	76.80310267
F10	1.916967242	1.801345654	102.6812657	0.420408521	2.829752452	0	0.586259334	0.507941269	1.080416601	47.95918882
SLC29A4	1.202112862	1.327784099	59.75829077	1.208796998	6.000230898	0	0.653906131	0.569510946	2.652643559	2.330200782
CBX6	0.349187903	23.61911695	111.6913425	14.07396567	16.62777031	4.242717376	3.504539466	4.921445631	0.959924129	151.4096646
SCAMP5	2.049147413	4.07240425	37.03157915	5.52257183	1.285173325	0	2.668153658	2.581254896	4.526445025	1.050991084
ARC	4.229618986	22.5606636	72.84088752	10.77177014	10.55801826	0	1.882485309	4.230120067	0.458604233	27.43088706
PROX1	2.973221671	4.765524577	77.47457973	0.597035085	32.18669327	0	1.240508003	1.177358596	0.774553617	5.361383979
RIC3	0	2.386935035	20.19465199	5.484839087	0	11.39679066	0.973889008	0.650742784	0.591873374	8.191600638
NLRP1	0	32.69083922	33.69066985	0.217434816	3.425713405	0	0.39896269	0.496943325	0	12.9679296
MAP1B	0.804023056	45.54745983	170.1133259	1.429794929	12.03596377	4.242717376	0.838798688	1.516810133	0.548519411	243.2285735
HIST2H2BE	9.184888958	7.237375058	87.24227484	11.20949922	7.520469148	22.79358133	8.447675869	5.3125381	8.893206482	15.6296945
KCNK17	0.332015802	0	30.64057857	0.217434816	0.145471896	4.242717376	0.331002088	0.570941856	0.510849755	24.84328053
PDK3	4.921936186	4.389360468	36.75353236	8.795359019	7.461573752	0	4.822773428	3.060410874	3.0970849	2.030337661
HOPX	23.89223618	4.840151881	291.3015408	6.100977032	28.82030323	11.39679066	2.19418963	1.903526126	12.67673379	40.44528808
NKX6-3	2.995066959	1.571127062	67.28178179	6.66309108	8.44197559	33.57222449	7.935760435	10.64161211	2.295676943	2.444135238
RAB26	0.391859981	1.043334402	42.69549862	0.981851875	28.39267365	0	1.296033983	0.743334705	0.36779415	2.225433795
ENO2	2.68767904	9.945163483	30.49132145	1.404934106	1.006809001	0	2.624214803	2.089498319	0.853976217	8.348465457
LYSMD2	4.061900818	14.82806898	38.04954076	3.279351954	2.48242718	0	5.574873987	5.387927273	2.863611102	11.08025433
MCOLN3	3.347700211	1.437848332	34.83127883	3.511652011	1.527914193	0	3.003108017	1.888549936	1.056291448	5.672032724
RAB3B	3.367503283	1.517988598	85.65715729	1.722579791	22.42562198	0	1.445715135	3.535861047	9.711270574	1.781983855
TSPAN2	1.610120735	10.50094447	37.30981046	4.937820339	1.345955717	17.93271645	2.322157074	0.672449162	0.022801677	30.26982644
APBB1	0.435581083	12.07019728	26.25999467	5.824512611	0	0	1.166937769	0.963417458	0.286700457	26.74649853
PFN2	2.602011549	8.710699356	118.8163752	10.35934048	26.32123096	24.12494279	5.673225678	3.42607344	17.37959879	67.34627327
KCTD12	14.60481607	142.8123118	350.5653001	5.323671484	51.24183856	21.21358688	10.11657021	3.482937093	5.252888441	24.11041132
PKIB	7.029231182	2.44952139	165.4908994	9.071734813	17.362315	4.242717376	14.57102377	71.9320684	16.56455384	5.745359802
CCDC108	1.915232037	0.540308765	46.32520894	11.47054277	33.05460696	0	2.816162578	4.949933418	0.213159817	0.609067518
CACNA2D1	1.077243704	6.158479805	34.68984956	3.443356686	9.163421319	0	2.975396328	2.610540878	2.617938344	7.35100402
PEMT	37.78970574	26.09941063	225.7108824	29.92530568	37.41497967	26.4181512	25.17542913	22.01944327	12.93858736	24.76455556
C21ORF58	3.926582307	1.979447614	62.72939471	1.235830299	1.191863874	8.485434751	13.1309156	3.45877565	2.148800453	1.230711847
TP53INP1	4.269006564	11.33020151	75.40952167	5.693686679	13.51782609	55.70409982	3.165188843	5.921159692	8.864961844	13.24980446
ELP4	7.150437814	11.53510711	40.80772386	2.964935638	11.59663134	0	4.126633217	3.919252245	3.808633739	13.68616058
CADPS	18.14696986	1.438194588	89.83692136	5.144806263	31.04654669	4.242717376	0.825323946	0.847317486	1.028962144	0.674024189
STX1A	5.399324845	1.652342244	50.92259853	3.9591233	11.8743917	4.242717376	4.855830315	5.439033814	4.997225663	1.63015418
STMN3	1.055891584	16.75128646	29.74894768	1.221005194	1.000475016	0	0.232039458	0.556160265	0.019209055	23.11498376
PART1	1.77210959	2.993445444	58.85316623	43.23337546	5.312354754	0	23.52122719	25.28130023	7.04357201	3.990057691
SLC38A11	10.39728959	0.365463415	77.37689172	12.49769579	25.3578515	0	1.934067312	1.704386955	15.45042318	5.88926844
MTSS1	1.170552891	4.292742639	49.12048751	3.582947602	4.175881268	0	8.446002183	16.0736692	4.084371186	6.850248445
GDAP1	4.483247536	2.303455538	26.14182769	1.622310464	9.455220612	0	0.843618085	1.468133567	1.710528158	2.178107643
TGFB1	0.865949204	70.98476727	63.46292889	1.412891929	4.891989705	4.242717376	0.57999461	1.898500679	0.386029739	44.61556206
EGR3	14.45596407	34.38580232	110.5336146	19.48121206	28.09138247	0	9.414056964	7.496948385	1.949512231	22.33959255
NEURL1	1.175233178	1.17434856	30.57677141	0.38011696	34.06601241	0	0.488815503	1.804506014	0.161987733	1.103315285
PBX3	1.533435138	6.865762391	33.30477273	3.618028999	1.151093665	4.242717376	11.44268903	4.788377471	2.331722693	13.45116561
PPL	7.251058014	1.497230896	62.12453055	8.476484381	7.686361931	15.63950804	3.253300217	4.359047161	4.405642959	0.972368663
ZSCAN16-AS1	4.826690046	24.80693721	74.26018856	15.80432954	18.5568273	4.242717376	11.73318266	6.654284234	10.65638107	45.73222608
AC011043.1	2.027133929	0.855972947	15.84728598	3.335802795	0.433076064	0	7.033203819	5.014436484	0.158007929	2.040991677
RFX3	2.99351742	18.13397567	37.10536133	1.692502146	3.221534537	4.242717376	1.742520716	2.435221211	1.795742929	5.898754281
NCALD	0.952342384	20.30973009	35.9661945	1.837613633	6.745655077	0	1.032163086	3.563966159	1.229233119	30.57358099
AC009014.3	14.45541744	6.27198548	32.34705884	7.442819998	7.208548384	0	5.331009389	3.347637182	8.393963987	1.281682451
CCK	13.2562239	1.52918591	217.9623568	1.340172344	17.71875082	50.84401058	30.45006662	42.08257433	10.9761385	2.080630242
RP11-488C13.5	2.135887357	13.11244687	18.00744127	4.30793353	1.084309018	0	1.946451007	2.58163895	4.25401349	3.479458658
SLC22A17	0	11.45866048	19.68520403	2.618053871	0	0	0.420219562	0.476798232	0.685629653	43.48802318
STXBP1	0.911405512	40.25221951	35.65258505	3.417863922	8.028996862	0	0.499698555	0.993327673	0.427403322	6.923577971
MAPK8IP1	1.100645631	1.145540786	23.80448302	4.115371769	5.997883749	0	2.452133414	2.803801444	2.290042531	5.138650349
NUPR1L	1.458145329	0.407030035	25.12053136	26.14907533	1.168621725	11.39679066	5.348785259	7.066522712	5.69067932	1.123901563
HOTAIRM1	11.50146314	101.0224336	113.612392	26.86930348	32.37610608	11.39679066	18.49545777	19.20753708	8.063530019	100.6866732
ABCB10	5.335986828	4.507512265	30.36068035	1.34071182	5.098908957	4.242717376	6.700864473	4.530697148	3.329049811	4.493531103
HEPACAM2	5.59450337	6.593961147	290.3890866	0.981838573	238.3158763	0	2.255180709	2.340607884	1.189004395	1.136065289
KIAA1244	11.99777633	24.52903386	136.6144111	51.41790805	38.26908067	15.63950804	24.32847353	23.50001695	8.611222653	6.214245197
AC005256.1	5.671287375	0.723040473	28.37933009	13.51135293	1.177241672	11.39679066	11.14140767	14.47375268	5.532020081	1.990278462
SSBP4	5.464349825	26.52824201	60.10621041	5.233841607	11.11369453	26.4181512	9.088367891	11.0366299	3.747293977	17.59163229
C12ORF75	92.39073579	31.21578382	792.3569881	95.4607983	83.17427821	476.3682916	252.2526616	260.4300815	160.6832819	35.19127672
GNB5	1.962754233	5.963813581	26.48424462	4.653479895	1.962177489	0	4.693607687	2.15637902	2.668771209	41.425786
RAP1GAP2	8.841383514	5.818582145	72.35800336	14.3466491	15.58410181	17.93271645	12.13396715	14.51929415	9.049121936	2.132753028
MAPRE3	4.311816312	13.35642329	37.16725314	7.852595244	1.003571412	8.485434751	1.534325342	3.5911774	1.845176347	12.53861231
TMED8	5.945024372	8.972105727	36.79511891	4.317002283	5.984117049	0	10.89512666	6.78429295	2.108020653	10.18074651
UCP2	35.07337296	6.28319691	197.7113911	45.44402789	106.1820277	16.9708695	44.42237278	30.5391349	40.23867775	9.374079823
DTX3	1.355112477	2.340710159	19.95864291	7.150978847	1.029719419	0	1.10567091	1.950107573	0.242599161	34.34493484
ATP6V0E2	11.95390311	8.494622024	45.15161754	13.92958577	5.081503588	0	8.365335626	5.649367643	4.662983053	14.42472025
VEGFB	1.096465612	8.177384473	21.28504629	11.83145598	4.281526958	0	3.766223127	6.227367702	0.332060247	11.78692329
SLC36A4	0.661949635	14.81028896	33.92014177	6.532737073	7.409891167	17.93271645	9.715489488	3.500887073	0.437283967	10.57579419
TTLL7	0.308597794	1.177824357	28.34287445	2.590948399	4.059897004	22.17543382	2.687260783	2.63130346	1.533199029	35.7067252
ARID3A	3.565426531	7.027235908	22.85529275	2.393162885	25.94908621	0	0.933691285	4.436933541	0.826915838	7.296459266
NAV1	4.004299705	33.74670161	38.65460849	0.607394859	4.082202676	0	2.222276749	3.236517007	1.214445168	18.05480777
PRR4	1.718874163	32.88562158	23.76123107	2764.003977	18.9208948	0	21.10017332	23.16908631	8.650202376	26.1524307
LIPF	0.915553369	21.92197811	64.39149428	8673.685006	904.8372956	35.8654329	182.8634752	207.1847724	665.3731452	23.85158047
A4GNT	0.040590109	0	1.361710335	62.31533427	0.145471896	0	1.532048501	2.05046066	0.005793277	0.308260994
BPIFB1	0.879974229	8.128267262	6.830966365	2587.147101	8.361142755	15.63950804	38.7430342	102.6652874	4.405846349	7.554047186
COL11A2	0.102516256	1.116444039	1.032708517	102.0060572	0.317091799	0	1.981138702	1.6173234	0.45405426	6.155396202
LTF	0.186827468	21.0480532	12.24065603	1160.269898	5.166032271	109.1070418	22.84030278	58.23443131	2.61056611	9.844252391
PGC	29.71698229	1372.246383	868.3154876	88928.81474	1230.790936	1398.608797	3700.86588	3749.505197	971.3883083	833.2551546
MUC6	23.17616691	110.5551946	133.8981538	5255.347574	168.7592857	151.2597675	105.7799926	121.690319	93.82475487	101.8657974
AQP5	1.751669072	2.938876971	3.430927403	229.0257391	13.10217073	0	11.05588227	14.08560784	1.698157652	3.858309686
C6ORF58	0.021336039	8.237655338	266.9018734	1934.102266	8.392456218	0	8.076401825	11.56336037	2.22109083	11.91487215
TCN1	2.415007149	1.370487806	1.74336931	178.7466195	3.425713405	0	9.442296831	13.5769108	1.452622121	1.826623255
C16ORF89	0.123852295	4.565610775	6.249655703	509.6967119	2.688375766	49.21173253	12.90535216	9.370433884	0.489983421	38.07120212
SERPINA4	0.496458206	0.182731707	1.054368433	42.72146373	0	0	7.944576787	5.605687484	0.084299133	0.285088876
ZG16B	15.70504947	8.547186786	45.92277836	574.991735	55.94786205	0	38.99490198	68.11005624	25.77328338	6.833040504
S100A1	1.3046452	5.295321532	63.02934619	91.38483369	7.358877898	0	4.224649527	1.966307696	0.585108298	3.78633291
PDIA2	7.417258805	3.338020649	24.44932424	264.77748	20.15990554	0	18.87747078	19.48013964	5.167907185	2.27275564
FMOD	2.957219938	9.863109911	4.335464092	296.8849277	17.50716973	15.63950804	15.68845076	14.30246875	3.11068236	78.16927894
MIA	4.104079973	6.619886015	26.22657187	466.1458945	50.42825557	97.76253469	57.11950324	87.39718553	12.23658301	12.67884564
RP11-469H8.6	1.441505658	0.868589655	1.169094947	46.3156162	2.161658521	0	6.251525191	5.16263394	0.071136707	0.149508052
KCNE2	0.970200666	3.398432249	4.85940398	184.3901923	16.54948477	29.32950711	35.70795274	36.00752779	2.23515573	1.235258225
RP11-1143G9.4	28.65931286	54.6769244	116.8858234	5048.516369	70.06490548	482.1903988	576.7665987	357.6898353	231.709626	95.31318437
CXCL5	0.227417577	1.840785788	0.498836558	34.19827443	2.564250259	0	9.843719864	11.31894279	3.155341852	0.710266936
FUT9	0.70219298	2.102787774	7.296431864	90.30402464	0	78.49768115	9.763110631	7.600252031	14.75442313	1.227543453
REG3A	168.6427829	35.01687959	1083.838606	2151.084706	1785.381624	182.785997	31.64796449	103.7970325	67.74928296	16.86386503
LCN2	86.48732144	19.92357928	29.45625599	841.3803807	55.31748722	29.32950711	225.6949868	392.4933457	84.96021515	18.12605292
ODAM	61.65219801	4.442187578	3.261228472	263.8284677	2.846393479	29.32950711	4.001477806	3.376197563	2.888296751	0.452616856
LYZ	5035.354069	1074.672652	1128.632181	46285.68817	3091.500293	4010.625878	6149.318138	4847.993367	2290.266021	757.2240526
TFF2	91.67085219	883.8815272	656.4452704	15359.99118	1789.936027	2956.79261	2296.498749	7253.349478	1239.396393	414.4402878
CTD-2228K2.5	0.288294699	5.386395715	3.273732197	28.36809693	1.255308895	0	2.461298688	2.838511576	3.529332249	6.902629403
CXCL17	8.494510347	37.07895984	31.42279489	765.8621263	26.52424739	67.76259648	326.7576528	429.8787438	102.9410512	28.03837735
ETV5	2.421083224	9.041420274	21.91477978	72.65650235	14.9556295	11.39679066	12.33186258	8.287841797	4.101043644	8.22011565
MSMB	21.92197654	55.39904077	1089.672084	3521.665892	262.2467534	738.4149683	402.7593725	916.6885903	183.6267325	59.96702033
COL9A2	1.002793581	1.080617531	3.459334479	22.9149984	15.8259187	0	5.002576297	5.153931217	35.68862601	5.384845511
CXCL2	197.4400351	103.1490814	39.42069399	1148.103039	41.63889048	592.5052409	262.5026982	141.8148507	98.60845282	138.6029195
MUC5B	0.48033513	1.547698332	3.291271691	22.80852081	8.970703907	0	7.609310125	14.73787589	9.550759027	2.867252613
POU2AF1	0.415277988	2.55207403	3.768477127	54.04082805	7.382880125	35.8654329	16.47779771	25.36524404	7.459894696	4.232449998
FLRT3	5.573120478	0.407030035	7.676950071	19.74977175	7.615519035	0	4.013479028	4.637680588	8.569923297	4.015710285
CLU	257.3065524	624.2638375	373.7169918	1777.59113	87.46518841	370.2208295	229.0046695	186.9726867	94.51847664	82.70425635
CREB3L4	6.037663214	4.993368232	11.12199859	99.77228833	43.60771819	17.93271645	19.15239575	12.26741821	3.595277559	8.580644112
CFB	5.775707033	6.031080473	13.85226302	52.68617787	6.004850526	4.242717376	9.961969338	14.40262171	10.19253279	8.352152361
ROR1	3.06026887	1.636050317	5.113078509	17.49563438	4.163075137	0	6.936170286	5.725765233	1.428397068	2.508731158
GP2	3.434981566	4.276605469	1.430544484	181.4200267	28.83407342	0	29.25977688	9.877403269	20.94693447	2.183584849
ORM2	0.021336039	0.365463415	1.169541611	41.49776053	8.842274382	17.93271645	21.60478733	23.36209401	1.574858187	0.956294009
TMED6	9.160028309	0.182731707	23.22303908	48.72129459	7.849216103	0	3.763718009	2.651119822	17.39338267	0.75482689
TMPRSS3	13.62640038	10.05495947	17.46859379	103.1842953	28.55158916	4.242717376	31.03262169	38.12544532	28.96033296	2.886144176
FGFRL1	2.762097002	0.897539567	0.960507461	19.49411981	24.72869236	0	10.20621397	6.398400028	2.183172038	3.402476791
CLDN2	41.83545451	7.940782677	0.759526565	57.57834075	0.317091799	0	0.564220981	0.304681635	1.476025383	0
CXCL3	409.9318725	108.9553139	101.488	2102.836886	167.8750236	1076.994128	753.0117716	549.9284354	186.8786757	131.4283072
CAPN12	11.54860592	1.51393482	8.467883721	31.30362003	9.809632104	0	11.67355349	3.637844085	2.773000951	2.117297417
ACSM3	5.87681991	1.624721885	0.365129028	18.80711558	3.242025425	0	3.54453882	3.477571571	3.019452571	0.709991103
RGMB	7.178705695	16.41243095	10.89665195	33.87355479	3.421211611	0	12.28117112	5.627103732	1.85636656	7.393063125
SNTB1	2.685080722	0.514212423	0.455719374	26.52422699	0.741069212	40.10815027	2.71221452	2.151612894	0.217270405	10.84692973
GMPR	3.51355473	7.507804479	6.17252067	23.04113824	1.425364899	4.242717376	2.574395862	2.684039527	2.709350827	1.100961778
CGREF1	9.329167081	0.461459016	3.065572687	54.56984819	20.19437776	0	8.834333481	11.09932351	4.32475066	1.030818585
FBP2	13.16711126	2.086180901	4.362145043	41.20620107	2.778408066	0	14.64448675	17.45271375	2.190263073	1.079589032
MMP1	233.4700068	32.50617482	50.37412097	775.3064377	20.93171152	299.7690511	135.6098136	195.1581973	97.31829554	150.3903335
LIF	7.363644698	1.437820057	1.278475117	19.53541455	1.885885862	0	5.510879996	4.166603413	4.864693158	2.699194936
G0S2	5.122093764	4.253191177	9.432281565	52.24538492	21.06901457	164.8532806	10.28267986	16.39010255	71.54760533	54.12907791
GAMT	0.614064594	5.083618156	17.01958164	24.81454285	1.930443457	0	11.1925193	4.786687924	0.59336445	42.1114565
IL8	430.778448	95.90037773	73.55837748	1705.942091	136.4392007	96.49977116	523.623706	414.5967092	75.27518462	157.1098768
SLC6A14	5.138265329	1.523866562	0.960875775	36.14248179	8.150655001	11.39679066	16.43450555	25.89113215	11.27301598	0.423611852
ARHGAP24	2.528949867	6.097336187	5.995728884	33.70908178	1.483994898	17.93271645	9.690094034	11.31738431	6.53216116	33.19613434
RNF39	12.7947384	1.537100543	6.574519007	76.45215585	29.0161905	22.17543382	21.60739847	31.43565248	20.68847372	5.275255238
SPDEF	6.319558501	7.27387801	2.517724412	142.8018227	95.16443155	127.0477077	34.99802494	26.55155323	8.927880164	2.848948669
COLCA1	6.575969893	2.530390058	13.05175949	85.65350166	38.60475475	24.12494279	30.45572546	37.02297729	6.989355152	5.165412636
SLC27A1	2.626439073	8.792712021	4.579963424	13.17347	2.279269288	0	2.926168286	5.592698264	15.67234954	6.049820148
ASCL2	8.35808673	3.655576721	12.315594	18.49500875	0.883392021	0	4.92087393	1.066122514	1.292867745	1.604192451
SHISA2	0.083262186	3.407990688	1.886808523	14.24574713	0.447941494	0	4.396369369	8.647381711	0.645707315	7.496025214
CADM1	1.317306599	15.1904015	37.38480262	42.70856013	8.540622333	67.10089049	3.351692986	2.975134	14.98230986	15.7715416
SLC9A4	0.457603303	1.221090105	4.469349611	32.58785094	0.969135189	29.32950711	22.6276054	28.91312819	14.45224703	2.222805077
SERPINA1	106.2250251	16.34217689	257.5881401	404.4072934	315.3791563	28.36766017	10.48384994	15.57500897	39.40956606	6.528581228
PACSIN3	13.93329677	1.838282526	5.331317414	40.76423911	1.134421107	15.63950804	2.963289593	6.46425919	1.957716706	19.83748891
PRSS22	31.51058147	3.926081453	16.61274469	126.1651496	28.78310088	86.36574403	34.62846285	50.56026749	27.14073894	4.557189828
